,index,place name,reviewer,score,useravg,comment
91,49010,서래족발 본점,한잉우,5.0,4.9,"인테리어가 너무 좋아서 첨에 족발집 아닌줄알았어요 신기해하면서 여친하고 사진찍다보니까 맛난족발이 나오더라고요 비주얼도 괜찮고 맛도 이번달에 먹은 족발중에 제일 맛있었던거 같아용!
"
92,49010,서래족발 본점,김미연,5.0,5.0,"간도 적당하고 야들야들 부드럽네요 족발특유의 잡내나는집도있는데 여기는 그런거 1도안나고 너무 맛있게 먹고갑니다
"
93,49010,서래족발 본점,MJ,5.0,4.3,"맛있어요!!!! 고기가 별류 짜지도 않고 야들야들해요 샐러리조림이 아주 맛있어요
"
94,49010,서래족발 본점,푸린,4.0,4.3,"맛있어염 ㅎㅅㅎ
"
95,49010,서래족발 본점,Mark.K.Nam,5.0,4.9,"최고의 친절함. 최고의 맛입니다
"
96,49010,서래족발 본점,신새미,5.0,4.9,"인테리어 가 너무이;뻐서 족발 맛있다는 리뷰가 별로없어서 슬프네요 근데 진짜 인테리어 고급스럽긴한거 같아요 맛난것도 먹고 인생샷도 건지고 1석2조!!!!!!!!!!!!!
"
97,49010,서래족발 본점,안미링,5.0,5.0,"인테리어 칭찬에 족발맛이 묻히는거 같아서 단골손님 입장에서 너무슬프네요
여기 진짜 맛있어요 여러분 강추입니다
"
98,49010,서래족발 본점,이소님,5.0,4.9,"인테리어가 진짜 이쁜거 같아요 족발집 아닌줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맛도 좋네요
"
99,49010,서래족발 본점,정우란,5.0,4.9,"직원분들 진짜 친절하시네요 덩달아 사람 기분 좋게 만들어주시네요 테이블에 필요한거 있어보이면 알아서 가져다주시는 세심한에 서감동받고 갑니다
"
100,49010,서래족발 본점,한미수,5.0,5.0,"인테리어칭찬이 많아서 이쁜곳 가보자 이런느낌으로 갔는데 맛도 좋네요 ㅎㅎ
"
101,49010,서래족발 본점,상미란,5.0,5.0,"역시 평점이 높은곳은 믿고갑니다
맛도좋고 직원분들도 친절하고 족발도 딱 제스탈 넘 맛있게먹고가용^^
"
102,49010,서래족발 본점,홍수아,5.0,5.0,"리뷰에 인테리어 칭찬이 많아서  함가봤는데
우와 진짜 첨 갔을때 족발집 아닌줄알았어요 잘못찿아온줄 그리고 맛도 좋네요
"
103,49010,서래족발 본점,홍미수,5.0,5.0,"오랜만에 진짜 맘에드는 족발집 발견했네요!!
맛도 맛있고 매장도 깔끔하고 가게인테리어도 이쁘고 사진찍기도 좋네용
"
104,49010,서래족발 본점,감이란,5.0,5.0,"매장도 깔끔하고 직원분들도 친철하시고 맛도좋네요^^
"
105,49010,서래족발 본점,김작,5.0,5.0,"가게 인테리어만보고 족발집 아닌줄알았어요 뭔가 전체적으로 예쁜 느낌이네요
음식나오는것도 빠르고 밑반찬도 맛있고 직원분들도 친절해서 너무 좋았슴돻ㅎㅎㅎ
"
106,49010,서래족발 본점,권지형,5.0,5.0,"매장도 청결하고 족발도 쫄깃하구 ㅎㅎ 밑반찬들도 정류도 많고 직접 만드시는 거라고 하시던데 간만에 맛있게 먹고 만족하고 갑니다
"
107,49010,서래족발 본점,강수문,5.0,4.9,"못보던 가게인데 인테리어가 이쁘게 생겨서 끌려서  들어가봤어요. 음식도 맛있고 양도 푸짐하고 무엇보다 맛있어서 우연히 가게 됬지만 이제는 단골될거 같네요 ^^
"
108,49010,서래족발 본점,강재수,5.0,5.0,"매장도 깔끔하고 직원분들도 친절해 맛도 더 맛있게 느껴 지네요 나중에 친구들하고 와서 술 한잔 하고 싶네요
"
109,49010,서래족발 본점,한갈리,5.0,5.0,"매운양념소스 진짜 맛있어요^^ 현재 코로나때문에 힘드시겠지만 이런곳은 진짜 유명해져야 된다고 생각합니다
"
110,49010,서래족발 본점,김강빈,5.0,5.0,"인테리어도 깔끔하고 매장이 너무 쉬원해서 족발도 더욱 맛있게 먹은거 같습니다. 

다음에 친구와 막걸리에 족발 또 먹으러 와야 겠어요 ^^
"
111,49010,서래족발 본점,김문길,5.0,5.0,"인스타보고 왔습니다. 
족발이 너무 따끈따근하고 먹음직스러워 방문했는데 친구들도 맛있다고 해서 기분이좋네요 !!
"
112,49010,서래족발 본점,김학수,5.0,5.0,"오랜만에 막걸리에 족발 부수고 왔네요ㅎㅎㅎㅎㅎ계속먹고 싶어지는맛
"
113,49010,서래족발 본점,김미해,5.0,5.0,"가게 위생에 신경을 많이 쓰시는 것 같아요^^ 밑반찬도 다 만드신다고 하던데 정성과 열정이 느껴집니다. 맛있게 먹고가요 !
"
114,49010,서래족발 본점,한우림,5.0,5.0,"벌써 맛집 소문이 났네요............. 나만의 족발집......... 더더 번창하셔서 체인점 많이 내주세요!
"
115,49010,서래족발 본점,이로수,5.0,5.0,"불족발 진짜 존맛! 매콤하니 너무 제 스타일이였고 반찬들도 다 맛있었어요 ㅎㅎ 다 직접 만드신다던데 정성과 열정 멋ㅈㅣ십니다!
"
116,49010,서래족발 본점,민승현,5.0,4.9,"부모님 모시고 다녀왔는데 요즘 족발집은 이렇게 세련됬냐며....ㅋㅋ 전체적으로 다 맛있었고 서비스도 좋아서 정말 잘 먹고 갑니다~
"
117,49010,서래족발 본점,강부남,5.0,5.0,"술 종류 다양하게 구비되어 있어서 좋았고 주차장도 꽤 넓직해서 편했네요! 운전하는 친구는 시무룩했지만 저는 너무 행복한 시간 보내고 갑니다 ㅋㅋ
"
118,49010,서래족발 본점,한국진,5.0,5.0,"못보던 가게인데 이쁘게 생겨서 혹하고 들어가봤어요. 음식도 정갈하니 잘 차려지고 무엇보다 맛있어서 단골될거 같네요 ^^
"
119,49010,서래족발 본점,한우린,5.0,5.0,"테이블에 그릇 데피는? 인덕션..? 같은게 있어서 특이했는데 진짜 다 먹을때까지 따~뜻하게 식지 않은걸 먹을 수 있어서 좋았고 스프라이트 싫어하는데 칠성사이다여서 갬덩~~~~☆
"
120,49010,서래족발 본점,한귀순,5.0,5.0,"그릇에까지 신경쓰신거 보고 감탄1, 맛에 감탄2, 서비스와 친절함에 감탄3 하고 갑니다 ㅋㅋ 화장실도 깔끔하고 위생 짱굳!!
"
121,49010,서래족발 본점,이가령,5.0,5.0,"직원분들 친절하시고 음식도 맛있고 무엇보다 청결해서 너무 좋았어요 ~~ 테이블마다 손소독제 비치된것도 대박이구 수저통 uv 살균은... 세심함의 끝판왕
"
122,49010,서래족발 본점,김재진,5.0,5.0,"족발집이 이렇게 이쁘고 깔끔해도 되요...?ㅋㅋ 보쌈이랑 전도 맛있고 무엇보다 그릇들이 다 예뻐서 더 맛있었던거 같아요
"
123,49010,서래족발 본점,이만강,5.0,5.0,"직원분들 친절하시고 가게도 이뻐여 ㅎㅎㅎ 밖에서 보니 족발집이라고 생각도 못했어요.. ㅎ 갬성있고 맛도 있고 짱짱맨~~~
"
124,49010,서래족발 본점,한수진,5.0,5.0,"가게 정말 깔끔하고 음식들이 정갈하네요  밑반찬도 다양하고 다 맛있게 먹었습니다 ^^
"
125,49010,서래족발 본점,이유신,5.0,4.9,"빨간 소스 진짜 맛있어요! 매운소스가 대박~~ 거기에 테이블 가운데에 동그란게 있어서 뭔가 했더니 음식 온도 유지해주는거더라고요 신기방기 ㅎㅎㅎ
"
126,49010,서래족발 본점,김지수,5.0,5.0,"유기그릇에 나와서 이쁜 사진 많이 찍어 인스타 피드 업로드 완료 :) 맛도 ♥
"
127,49010,서래족발 본점,김미수,5.0,5.0,"수저통에 불빛이 나와서 뭔가 했더니 uv살균? 세심함에 치이고 갑니다 ㅎ
"
128,49010,서래족발 본점,김혜지,5.0,4.9,"족발 야들야들~ 하니 쫄깃하고 밑에 데펴주는게 있어서 계속 따뜻하게 먹을수 있어 세심함 좋아용
"
129,49010,서래족발 본점,안미소,5.0,5.0,"남자직원분 진짜 친절하시네요~! 덩달아 사람 기분 좋게 만들어주시는 분이예요 ㅎ 서비스 정신도 투철하시고 테이블에 필요한거 있어보이면 알아서 가져다주셔서 감동받고 갑니다 bbb
"
130,49010,서래족발 본점,마우리,5.0,5.0,"느린마을 막걸리 식당에서 은근 흔하지 않은데 있어서 너무 반가웠네요 ㅎ, 불족발에 막걸리 꿀조합이요~~
"
131,49010,서래족발 본점,홍방수,5.0,5.0,"족발 싫다던 여자친구 여기가 정녕 족발집이냐며 . . .. ㅋㅋㅋㅋ 뼈 잡고 엄청 열심히 뜯더라고요 ㅎ
"
132,49010,서래족발 본점,라우치,5.0,4.9,"완전 오픈 주방은 아니지만 주방이 어느정도 보이는데 정말 청결해보였고, 족발 쫄깃하구 ㅎㅎ 밑반찬들도 다 직접 만드시는 거라고 하시던데 진짜 bb .... 단골예약입니다!
"
133,49010,서래족발 본점,김혜지,5.0,4.9,"족발 야들야들~ 하니 쫄깃하고 밑에 데펴주는게 있어서 계속 따뜻하게 먹을수 있어 세심함 좋아용
"
134,49010,서래족발 본점,안미소,5.0,5.0,"남자직원분 진짜 친절하시네요~! 덩달아 사람 기분 좋게 만들어주시는 분이예요 ㅎ 서비스 정신도 투철하시고 테이블에 필요한거 있어보이면 알아서 가져다주셔서 감동받고 갑니다 bbb
"
135,49010,서래족발 본점,마우리,5.0,5.0,"느린마을 막걸리 식당에서 은근 흔하지 않은데 있어서 너무 반가웠네요 ㅎ, 불족발에 막걸리 꿀조합이요~~
"
136,49010,서래족발 본점,홍방수,5.0,5.0,"족발 싫다던 여자친구 여기가 정녕 족발집이냐며 . . .. ㅋㅋㅋㅋ 뼈 잡고 엄청 열심히 뜯더라고요 ㅎ
"
137,49010,서래족발 본점,라우치,5.0,4.9,"완전 오픈 주방은 아니지만 주방이 어느정도 보이는데 정말 청결해보였고, 족발 쫄깃하구 ㅎㅎ 밑반찬들도 다 직접 만드시는 거라고 하시던데 진짜 bb .... 단골예약입니다!
"
138,49010,서래족발 본점,감우리,5.0,4.9,"테이블마다 손세정제도 세팅되어 있고 화장실도 엄청 깔끔해서 앞으로 족발 먹으려면 여기로 가려구요~~ 뭔가 꼬작지근 하다는 족발집의 편견을 없애준 식당~~ ㅎㅎ
"
139,49010,서래족발 본점,심보람,5.0,5.0,"처음에는 카페인가 했었는데 알고보니 족발집이였네요.... ㅋㅋㅎ 이끌리듯 친구들이랑 들어갔는데 놋그릇? 유기그릇? 진짜 위생적이고 거기다 막걸리 먹는데 너무 너무 좋았어요 ㅎㅎ
"
140,49010,서래족발 본점,발로,5.0,2.4,"전화 배달 주문해봤는데 참 친절하십니다
"
141,49010,서래족발 본점,이종호®,5.0,5.0,"존맛탱♡
"
142,49010,서래족발 본점,김철동,5.0,5.0,"아랫분 다른 리뷰 보니까 먹어보지도 않고 집집 마다 테러하고 다니시네요;; 회사 근처라 점심에 자주가는 곳인데 왜 제가 기분이 나쁜지ㅎㅎ 엄청 대단한 맛집은 아니지만 좋은 고기 쓰는건 인정
"
143,49010,서래족발 본점,김사자,5.0,5.0,"수저통안에 UV살균기가 있을정도로 위생적이고 깔끔해요ㅎ
너무 맛있습니다 잡내 없어요!
"
